fft_alpha,corner_energy,circular_power_ratio,fft_horz,fft_vert,label,filename,predicted
-1.633744718813686,0.9067637920379639,0.6969796419143677,260.9576416015625,391.1961669921875,Real,ILSVRC2012_val_00000325.JPEG,Fake
-1.3723598760268991,1.3370392322540283,0.5760611891746521,380.00665283203125,429.67034912109375,Real,ILSVRC2012_val_00000337.JPEG,Fake
-1.6208799299113117,1.0690382719039917,0.6848286986351013,279.82855224609375,320.4645690917969,Real,ILSVRC2012_val_00000342.JPEG,Fake
-1.4372102235234425,1.1042649745941162,0.6566981077194214,516.409423828125,504.1185607910156,Real,ILSVRC2012_val_00000348.JPEG,Fake
-1.2872718603204703,1.2194745540618896,0.558042585849762,373.380859375,460.31884765625,Real,ILSVRC2012_val_00000349.JPEG,Fake
-1.173395392576101,1.3071999549865723,0.4923710823059082,444.94293212890625,535.8878784179688,Real,ILSVRC2012_val_00000371.JPEG,Fake
-1.1907904128550213,1.01585054397583,0.42288634181022644,325.9639587402344,285.67584228515625,Real,ILSVRC2012_val_00000386.JPEG,Fake
-1.5067104321823896,0.9589748382568359,0.6824890375137329,454.3251953125,549.801513671875,Real,ILSVRC2012_val_00000402.JPEG,Fake
-1.5206396695614297,1.1603472232818604,0.6531174182891846,469.07281494140625,438.1573486328125,Real,ILSVRC2012_val_00000408.JPEG,Fake
-1.5038147117934004,0.8908940553665161,0.6458206176757812,362.72454833984375,370.22027587890625,Real,ILSVRC2012_val_00000420.JPEG,Fake
-1.688174372172157,0.9733903408050537,0.7064254879951477,419.06036376953125,386.75390625,Real,ILSVRC2012_val_00000453.JPEG,Fake
-1.1568838134713724,1.2824771404266357,0.5196194648742676,387.734130859375,558.8413696289062,Real,ILSVRC2012_val_00000470.JPEG,Fake
-1.6835241060600448,0.5683612823486328,0.7442792057991028,445.1771240234375,459.4356689453125,Real,ILSVRC2012_val_00000482.JPEG,Fake
-1.7956011460713017,0.7493442296981812,0.8014183640480042,305.2347717285156,669.7302856445312,Real,ILSVRC2012_val_00000494.JPEG,Fake
-1.8640243878526455,0.7009481191635132,0.7987092137336731,306.1213684082031,359.63262939453125,Real,ILSVRC2012_val_00000499.JPEG,Fake
-1.331696551001266,1.1642885208129883,0.6017410159111023,444.03582763671875,416.67559814453125,Real,ILSVRC2012_val_00000500.JPEG,Fake
-1.6809374107118136,0.7501060962677002,0.7320782542228699,355.5010986328125,344.85125732421875,Real,ILSVRC2012_val_00000517.JPEG,Fake
-1.4259159332319553,1.137911319732666,0.6625367999076843,1030.10888671875,444.21759033203125,Real,ILSVRC2012_val_00000520.JPEG,Fake
-1.854934811406541,0.701370120048523,0.7693464756011963,609.1493530273438,616.701171875,Real,ILSVRC2012_val_00000530.JPEG,Fake
-1.351042773968854,1.2497466802597046,0.5298823714256287,316.64166259765625,531.3844604492188,Real,ILSVRC2012_val_00000539.JPEG,Fake
-1.446345959603789,1.1000908613204956,0.6127120852470398,315.017333984375,311.9132385253906,Real,ILSVRC2012_val_00000549.JPEG,Fake
-1.6203530394899393,0.9491409063339233,0.6824375987052917,266.1729736328125,242.9989013671875,Real,ILSVRC2012_val_00000551.JPEG,Fake
-1.6689232453288083,0.989159882068634,0.7090351581573486,530.674560546875,430.9915771484375,Real,ILSVRC2012_val_00000556.JPEG,Fake
-1.3747367539279096,1.2231125831604004,0.6151794791221619,479.2900390625,456.7851867675781,Real,ILSVRC2012_val_00000597.JPEG,Fake
-1.597154741578728,0.8215069770812988,0.6808140277862549,1201.15380859375,578.3367309570312,Real,ILSVRC2012_val_00000640.JPEG,Fake
-1.6431059388209002,0.9620403051376343,0.7381625771522522,519.2194213867188,793.77587890625,Real,ILSVRC2012_val_00000641.JPEG,Fake
-1.3220771566718792,1.3269433975219727,0.554419219493866,389.96099853515625,379.18096923828125,Real,ILSVRC2012_val_00000696.JPEG,Fake
-1.6588442142128548,0.866435170173645,0.7136825919151306,432.8474426269531,522.2108764648438,Real,ILSVRC2012_val_00000701.JPEG,Fake
-1.2584642988069088,0.9466651678085327,0.5939291715621948,322.08209228515625,489.0758361816406,Real,ILSVRC2012_val_00000706.JPEG,Fake
-1.5002442793399822,1.083486795425415,0.6401779651641846,287.3059997558594,468.2117919921875,Real,ILSVRC2012_val_00000721.JPEG,Fake
-1.594808318371526,0.996772289276123,0.6763819456100464,484.3825988769531,436.97119140625,Real,ILSVRC2012_val_00000722.JPEG,Fake
-1.6508800880394838,0.8737614750862122,0.7283658981323242,557.755615234375,543.9508056640625,Real,ILSVRC2012_val_00000733.JPEG,Fake
-1.1713618127792382,1.3735473155975342,0.4975048303604126,492.7734375,504.3089904785156,Real,ILSVRC2012_val_00000735.JPEG,Fake
-1.3560974160735024,1.145064115524292,0.5822377800941467,340.13555908203125,373.26397705078125,Real,ILSVRC2012_val_00000739.JPEG,Fake
-1.6251454306697795,0.9605221152305603,0.7205103635787964,550.6744384765625,530.1728515625,Real,ILSVRC2012_val_00000740.JPEG,Fake
-1.4510132168970944,1.1316275596618652,0.6177349090576172,667.218994140625,449.0547180175781,Real,ILSVRC2012_val_00000742.JPEG,Fake
-1.5562288101917054,0.9545816779136658,0.6974838972091675,416.7432861328125,512.0243530273438,Real,ILSVRC2012_val_00000746.JPEG,Fake
-1.7248432188785912,0.677190899848938,0.7401961088180542,307.798583984375,510.5533447265625,Real,ILSVRC2012_val_00000763.JPEG,Fake
-1.5691908617832515,0.8153957724571228,0.6829588413238525,366.56005859375,402.6580810546875,Real,ILSVRC2012_val_00000771.JPEG,Fake
-1.7006672971211458,0.9762368202209473,0.7201637029647827,508.95806884765625,487.3941650390625,Real,ILSVRC2012_val_00000789.JPEG,Fake
-1.5155131310251457,1.1276686191558838,0.6629389524459839,823.6845703125,707.0991821289062,Real,ILSVRC2012_val_00000813.JPEG,Fake
-1.7289667778340736,1.0483529567718506,0.7335326671600342,800.2500610351562,512.1934814453125,Real,ILSVRC2012_val_00000821.JPEG,Fake
-1.3411977422333374,1.0469833612442017,0.561815619468689,320.8244934082031,345.0729675292969,Real,ILSVRC2012_val_00000834.JPEG,Fake
-1.6439311233116978,0.8990839123725891,0.7009310722351074,391.00689697265625,578.1397705078125,Real,ILSVRC2012_val_00000837.JPEG,Fake
-1.7847762002055325,0.9162175059318542,0.7536065578460693,388.35223388671875,408.5017395019531,Real,ILSVRC2012_val_00000838.JPEG,Fake
-1.4948140971613957,1.0921958684921265,0.6437917351722717,359.3750915527344,863.412353515625,Real,ILSVRC2012_val_00000853.JPEG,Fake
-1.4966410584405334,1.075374722480774,0.6480250954627991,471.25543212890625,583.7783813476562,Real,ILSVRC2012_val_00000862.JPEG,Fake
-1.4424384025063812,1.1568294763565063,0.6245144009590149,888.5510864257812,755.3565673828125,Real,ILSVRC2012_val_00000871.JPEG,Fake
-1.6262615948317034,0.979624330997467,0.6896000504493713,483.9996643066406,483.114990234375,Real,ILSVRC2012_val_00000884.JPEG,Fake
-1.3314428445224875,1.14509117603302,0.5420704483985901,415.3455810546875,432.59539794921875,Real,ILSVRC2012_val_00000916.JPEG,Fake
-1.3189329435716388,1.2050470113754272,0.5571951866149902,393.98333740234375,368.41424560546875,Real,ILSVRC2012_val_00000918.JPEG,Fake
-1.6039974604533107,1.0046590566635132,0.693756103515625,502.1511535644531,644.10400390625,Real,ILSVRC2012_val_00000919.JPEG,Fake
-1.401947240455261,0.941097617149353,0.6145286560058594,490.8572692871094,581.7833862304688,Real,ILSVRC2012_val_00000939.JPEG,Fake
-1.536237856227846,1.02605402469635,0.6817066669464111,442.373046875,997.65087890625,Real,ILSVRC2012_val_00000942.JPEG,Fake
-1.8639099947392868,0.6867956519126892,0.7862765192985535,412.3435363769531,349.02191162109375,Real,ILSVRC2012_val_00000944.JPEG,Fake
-1.5922461171054887,0.9386152625083923,0.6728202104568481,363.85406494140625,487.5238037109375,Real,ILSVRC2012_val_00000951.JPEG,Fake
-1.310840326678257,1.1904046535491943,0.5501294732093811,363.04119873046875,202.3463592529297,Real,ILSVRC2012_val_00000954.JPEG,Fake
-1.2049671235037993,1.2749714851379395,0.5771252512931824,409.0175476074219,536.5999755859375,Real,ILSVRC2012_val_00000998.JPEG,Fake
-1.3879647563745927,1.2782249450683594,0.599581778049469,368.03863525390625,372.0658874511719,Real,ILSVRC2012_val_00001033.JPEG,Fake
-1.1469815216027643,1.3013436794281006,0.5048587918281555,477.24725341796875,496.41998291015625,Real,ILSVRC2012_val_00001039.JPEG,Fake
-1.5170274714810847,1.0751386880874634,0.6684000492095947,548.003173828125,544.315673828125,Real,ILSVRC2012_val_00001041.JPEG,Fake
-1.7008208942267524,0.9174464344978333,0.7123937010765076,393.70074462890625,439.7929382324219,Real,ILSVRC2012_val_00001053.JPEG,Fake
-1.567071359286058,0.9545390009880066,0.738169252872467,691.43359375,622.8839111328125,Real,ILSVRC2012_val_00001054.JPEG,Fake
-1.0086922266471976,1.4428831338882446,0.4385637640953064,485.4434814453125,422.1182861328125,Real,ILSVRC2012_val_00001061.JPEG,Fake
-1.2251156052576544,1.2671232223510742,0.5274994373321533,717.939208984375,860.917236328125,Real,ILSVRC2012_val_00001063.JPEG,Fake
-1.2235174855095918,1.2910919189453125,0.5173019766807556,429.2126770019531,495.0736389160156,Real,ILSVRC2012_val_00001073.JPEG,Fake
-1.169063109375414,1.3175712823867798,0.45702794194221497,760.252197265625,722.4713134765625,Real,ILSVRC2012_val_00001075.JPEG,Fake
-1.1631475464244756,1.2140361070632935,0.4972228407859802,488.2291259765625,394.1504821777344,Real,ILSVRC2012_val_00001101.JPEG,Fake
-1.4572087304628163,0.9466429948806763,0.6283555626869202,248.5540771484375,284.91790771484375,Real,ILSVRC2012_val_00001125.JPEG,Fake
-0.9937876717836239,1.3502188920974731,0.4681558609008789,416.34674072265625,375.621826171875,Real,ILSVRC2012_val_00001155.JPEG,Fake
-1.4034898164383791,1.1321799755096436,0.645147979259491,375.76141357421875,395.6275939941406,Real,ILSVRC2012_val_00001163.JPEG,Fake
-1.6879806646986748,0.7663143873214722,0.7201393842697144,221.48252868652344,364.8599548339844,Real,ILSVRC2012_val_00001175.JPEG,Fake
-1.68400947269014,0.7997879385948181,0.7221132516860962,206.14134216308594,294.3314514160156,Real,ILSVRC2012_val_00001176.JPEG,Fake
-1.786676968494854,0.7320247888565063,0.7952842116355896,269.521240234375,293.6484069824219,Real,ILSVRC2012_val_00001189.JPEG,Fake
-1.440266798673544,1.0732481479644775,0.5912542343139648,375.30023193359375,485.6475830078125,Real,ILSVRC2012_val_00001203.JPEG,Fake
-1.3567834990007899,1.3448339700698853,0.5795738101005554,506.00762939453125,717.8546142578125,Real,ILSVRC2012_val_00001221.JPEG,Fake
-1.3537207913158198,1.145207405090332,0.566560685634613,425.2811584472656,422.40277099609375,Real,ILSVRC2012_val_00001240.JPEG,Fake
-1.3005323126627106,1.2535836696624756,0.5603203773498535,382.7998046875,479.6485900878906,Real,ILSVRC2012_val_00001241.JPEG,Fake
-1.7189337873793098,0.8407008051872253,0.7625561356544495,299.3956298828125,274.9486083984375,Real,ILSVRC2012_val_00001245.JPEG,Fake
-1.8511054084886913,0.6243385672569275,0.7863021492958069,641.0982666015625,363.8717346191406,Real,ILSVRC2012_val_00001276.JPEG,Fake
-1.494241843945205,0.9733376502990723,0.6354105472564697,468.06884765625,487.1689758300781,Real,ILSVRC2012_val_00001277.JPEG,Fake
-1.3399236311157985,0.8605198860168457,0.5902303457260132,327.8377685546875,573.7316284179688,Real,ILSVRC2012_val_00001295.JPEG,Fake
-1.354343031460461,1.1804661750793457,0.5706288814544678,598.9999389648438,620.4700317382812,Real,ILSVRC2012_val_00001332.JPEG,Fake
-1.3645833623779546,1.2290968894958496,0.6038481593132019,404.72015380859375,435.99005126953125,Real,ILSVRC2012_val_00001336.JPEG,Fake
-1.2956500539226103,1.2927794456481934,0.5393235087394714,324.1810607910156,453.06689453125,Real,ILSVRC2012_val_00001343.JPEG,Fake
-1.66909971234662,0.6815379858016968,0.7418772578239441,467.1314697265625,412.6005859375,Real,ILSVRC2012_val_00001345.JPEG,Fake
-1.4247764592212009,0.8601946830749512,0.6579285264015198,585.8136596679688,691.4091796875,Real,ILSVRC2012_val_00001364.JPEG,Fake
-1.7341767730976207,0.9633713960647583,0.7493048310279846,560.2515258789062,616.975341796875,Real,ILSVRC2012_val_00001370.JPEG,Fake
-1.6327014416721375,1.0173574686050415,0.7157014012336731,617.1041259765625,592.951416015625,Real,ILSVRC2012_val_00001386.JPEG,Fake
-1.6228365320295537,1.0037899017333984,0.7070747017860413,610.6395874023438,669.9642333984375,Real,ILSVRC2012_val_00001400.JPEG,Fake
-1.6575659613087756,0.9707609415054321,0.7038092613220215,538.6109619140625,472.5269470214844,Real,ILSVRC2012_val_00001401.JPEG,Fake
-1.1343633448695234,1.293786644935608,0.4876402020454407,519.8881225585938,197.2296905517578,Real,ILSVRC2012_val_00001410.JPEG,Fake
-1.6590635332100956,0.8021790981292725,0.7167104482650757,467.0569152832031,481.84906005859375,Real,ILSVRC2012_val_00001421.JPEG,Fake
-1.7419828787718663,0.8712803721427917,0.7568182349205017,296.54412841796875,238.62841796875,Real,ILSVRC2012_val_00001449.JPEG,Fake
-1.6640435908135833,0.8101251721382141,0.7348777055740356,401.45355224609375,860.477783203125,Real,ILSVRC2012_val_00001471.JPEG,Fake
-1.5756200968264522,1.0874924659729004,0.6701704859733582,549.200439453125,602.983642578125,Real,ILSVRC2012_val_00001476.JPEG,Fake
-1.5346019009734522,0.8661062717437744,0.6583746075630188,342.069580078125,659.1141357421875,Real,ILSVRC2012_val_00001519.JPEG,Fake
-1.1362831643144398,1.0139546394348145,0.5518917441368103,302.397216796875,312.5093078613281,Real,ILSVRC2012_val_00001521.JPEG,Fake
-1.339822681161934,1.1057368516921997,0.5558719635009766,429.0311584472656,460.4042053222656,Real,ILSVRC2012_val_00001523.JPEG,Fake
-1.5782814523184865,0.7633859515190125,0.6877440214157104,387.2618713378906,435.1376647949219,Real,ILSVRC2012_val_00001527.JPEG,Fake
-1.659451486903519,0.7678675651550293,0.7250131368637085,355.4123229980469,582.4721069335938,Real,ILSVRC2012_val_00001540.JPEG,Fake
-1.723271308146298,0.8313850164413452,0.7254846096038818,406.8781433105469,388.892822265625,Real,ILSVRC2012_val_00001542.JPEG,Fake
-1.459983056361502,0.999407947063446,0.6074591875076294,110.70013427734375,116.14765930175781,Real,ILSVRC2012_val_00001547.JPEG,Fake
-1.815317662893467,0.7198304533958435,0.7757185697555542,448.2916259765625,461.740234375,Real,ILSVRC2012_val_00001585.JPEG,Fake
-1.302475914452094,1.2302182912826538,0.5552443265914917,328.9164123535156,692.76708984375,Real,ILSVRC2012_val_00001598.JPEG,Fake
-1.2801209815749746,1.2184797525405884,0.5898228287696838,494.6065673828125,684.3238525390625,Real,ILSVRC2012_val_00001617.JPEG,Fake
-1.425500484797339,1.0142260789871216,0.5960254073143005,274.2023010253906,250.9998321533203,Real,ILSVRC2012_val_00001621.JPEG,Fake
-1.5301844856316444,1.0643483400344849,0.660639226436615,850.4232788085938,528.39453125,Real,ILSVRC2012_val_00001626.JPEG,Fake
-1.784551068472192,0.7949760556221008,0.7749063372612,672.5679321289062,572.2275390625,Real,ILSVRC2012_val_00001632.JPEG,Fake
-1.7230854684101118,0.9500910043716431,0.733993649482727,432.5251159667969,427.2525634765625,Real,ILSVRC2012_val_00001643.JPEG,Fake
-1.377708423925477,1.1953870058059692,0.6197593808174133,515.8956298828125,603.5894165039062,Real,ILSVRC2012_val_00001644.JPEG,Fake
-1.6330543436416631,1.1031335592269897,0.6934264302253723,591.8124389648438,566.222412109375,Real,ILSVRC2012_val_00001648.JPEG,Fake
-1.6953616373737903,0.9127823710441589,0.7256885170936584,381.3324890136719,390.78717041015625,Real,ILSVRC2012_val_00001674.JPEG,Fake
-1.6333636337593553,0.9586689472198486,0.7056150436401367,419.4826354980469,605.372314453125,Real,ILSVRC2012_val_00001680.JPEG,Fake
-1.33307556463404,1.0384515523910522,0.5603852272033691,643.288330078125,516.6309814453125,Real,ILSVRC2012_val_00001683.JPEG,Fake
-1.5215266643197385,1.0663182735443115,0.6714687347412109,775.010986328125,676.875,Real,ILSVRC2012_val_00001694.JPEG,Fake
-1.1897554220299205,1.3759340047836304,0.4641285240650177,462.1763610839844,482.85906982421875,Real,ILSVRC2012_val_00001697.JPEG,Fake
-1.5376869695726014,1.0249813795089722,0.6543863415718079,372.5798034667969,579.3572387695312,Real,ILSVRC2012_val_00001703.JPEG,Fake
-1.3613076399788944,1.1324509382247925,0.5590574741363525,384.58123779296875,337.5118408203125,Real,ILSVRC2012_val_00001706.JPEG,Fake
-1.0075295346109772,1.3763108253479004,0.41058045625686646,748.7392578125,769.3699340820312,Real,ILSVRC2012_val_00001712.JPEG,Fake
-1.6627856559717284,0.922023355960846,0.757522463798523,385.08575439453125,398.97552490234375,Real,ILSVRC2012_val_00001714.JPEG,Fake
-1.3741208727297394,1.2823481559753418,0.5937362909317017,395.2317810058594,405.67742919921875,Real,ILSVRC2012_val_00001720.JPEG,Fake
-1.449571431672978,1.1373883485794067,0.6232571601867676,289.39630126953125,324.048583984375,Real,ILSVRC2012_val_00001740.JPEG,Fake
-1.4002703378274388,1.1132904291152954,0.6033385992050171,367.62872314453125,430.9775085449219,Real,ILSVRC2012_val_00001751.JPEG,Fake
-1.4200586261373127,1.0383505821228027,0.5939463376998901,373.76275634765625,659.5198974609375,Real,ILSVRC2012_val_00001758.JPEG,Fake
-1.7174057628724355,0.9800511002540588,0.7424880266189575,600.388916015625,664.7296142578125,Real,ILSVRC2012_val_00001774.JPEG,Fake
-1.5511224318403476,0.91730135679245,0.7066552639007568,420.30938720703125,627.5386962890625,Real,ILSVRC2012_val_00001779.JPEG,Fake
-1.4822635628257845,0.9410780072212219,0.6445645093917847,509.4132385253906,510.5931396484375,Real,ILSVRC2012_val_00001804.JPEG,Fake
-1.0769147425175432,1.308595061302185,0.4940861165523529,364.2110290527344,370.6029052734375,Real,ILSVRC2012_val_00001834.JPEG,Fake
-0.9284033508649572,1.4029247760772705,0.40378519892692566,404.0498962402344,518.8696899414062,Real,ILSVRC2012_val_00001840.JPEG,Fake
-1.110978043150573,1.3542218208312988,0.4583635628223419,519.0786743164062,820.779296875,Real,ILSVRC2012_val_00001876.JPEG,Fake
-1.7397660932616203,0.7131590247154236,0.7509397864341736,550.1639404296875,787.2801513671875,Real,ILSVRC2012_val_00001889.JPEG,Fake
-1.5101674918615375,1.0631340742111206,0.6491356492042542,399.51776123046875,824.160400390625,Real,ILSVRC2012_val_00001893.JPEG,Fake
-1.3798366273223897,1.2206977605819702,0.6387133002281189,425.04425048828125,490.5592346191406,Real,ILSVRC2012_val_00001922.JPEG,Fake
-1.5266917875400896,1.0173693895339966,0.655640721321106,310.4068908691406,423.384521484375,Real,ILSVRC2012_val_00001947.JPEG,Fake
-1.3607696264441635,1.059631109237671,0.5747506618499756,345.87347412109375,331.7635498046875,Real,ILSVRC2012_val_00001961.JPEG,Fake
-1.4438521426874904,0.9941452145576477,0.6233227252960205,521.0010986328125,591.1386108398438,Real,ILSVRC2012_val_00001966.JPEG,Fake
-1.376600439339657,1.1777738332748413,0.5895904898643494,206.79190063476562,176.48635864257812,Real,ILSVRC2012_val_00001974.JPEG,Fake
-1.5643170494900924,1.0146987438201904,0.7012113332748413,849.4920043945312,1002.742919921875,Real,ILSVRC2012_val_00001980.JPEG,Fake
-1.7151400154567973,0.7481222748756409,0.7306053638458252,244.74984741210938,241.35214233398438,Real,ILSVRC2012_val_00001985.JPEG,Fake
-1.6521049616334815,1.0151339769363403,0.7112705707550049,525.0177001953125,657.8109741210938,Real,ILSVRC2012_val_00001988.JPEG,Fake
-1.3549916100287045,1.215256690979004,0.5445690751075745,376.5068359375,389.356201171875,Real,ILSVRC2012_val_00002002.JPEG,Fake
-1.5144585947095264,0.9986988306045532,0.671898365020752,365.124267578125,464.865966796875,Real,ILSVRC2012_val_00002011.JPEG,Fake
-1.4158198552895027,0.8847404718399048,0.6414282321929932,480.7940673828125,557.9392700195312,Real,ILSVRC2012_val_00002027.JPEG,Fake
-1.6048817912226145,0.8006418347358704,0.7417702674865723,645.0153198242188,625.0692138671875,Real,ILSVRC2012_val_00002036.JPEG,Fake
-1.3302836054548792,0.9281450510025024,0.5945282578468323,268.9877624511719,569.8326416015625,Real,ILSVRC2012_val_00002037.JPEG,Fake
-1.7987752832913697,0.7892572283744812,0.7666608691215515,365.5585021972656,449.1398620605469,Real,ILSVRC2012_val_00002041.JPEG,Fake
-1.5563878152943085,1.1845579147338867,0.671546220779419,453.1217041015625,388.2557678222656,Real,ILSVRC2012_val_00002051.JPEG,Fake
-1.2621259892016168,1.2801713943481445,0.5252378582954407,375.94683837890625,389.7472839355469,Real,ILSVRC2012_val_00002071.JPEG,Fake
-1.8097583469202778,0.7397404909133911,0.7653397917747498,433.5279846191406,410.15716552734375,Real,ILSVRC2012_val_00002074.JPEG,Fake
-1.6827010109587823,0.7373622059822083,0.7374683618545532,363.5306701660156,387.1705322265625,Real,ILSVRC2012_val_00002076.JPEG,Fake
-1.3772232091993475,1.0787690877914429,0.6289390921592712,563.1141967773438,503.8795471191406,Real,ILSVRC2012_val_00002084.JPEG,Fake
-1.5224574715621237,0.9187195301055908,0.7090702652931213,564.7049560546875,772.300537109375,Real,ILSVRC2012_val_00002088.JPEG,Fake
-1.525059366990539,1.2074291706085205,0.6580110788345337,917.5799560546875,713.4517822265625,Real,ILSVRC2012_val_00002092.JPEG,Fake
-1.7300168828798586,0.9835801124572754,0.7563403844833374,645.629150390625,642.2714233398438,Real,ILSVRC2012_val_00002095.JPEG,Fake
-1.8978161878257886,0.6204559803009033,0.8264819383621216,445.2342224121094,513.501953125,Real,ILSVRC2012_val_00002129.JPEG,Fake
-1.7992848647486757,0.7507520914077759,0.7854831218719482,285.76849365234375,591.8023681640625,Real,ILSVRC2012_val_00002148.JPEG,Fake
-1.7514089142497868,1.0102933645248413,0.7558367848396301,739.43212890625,613.2039184570312,Real,ILSVRC2012_val_00002181.JPEG,Fake
-1.7811667031477707,0.7640189528465271,0.7684652209281921,184.71295166015625,427.8353271484375,Real,ILSVRC2012_val_00002182.JPEG,Fake
-1.6338798122598983,1.002431869506836,0.6992726922035217,537.966552734375,602.7337646484375,Real,ILSVRC2012_val_00002207.JPEG,Fake
-1.769419524930218,0.8707074522972107,0.7588876485824585,519.594482421875,457.5931701660156,Real,ILSVRC2012_val_00002208.JPEG,Fake
-1.700811271160025,0.8698312044143677,0.7563327550888062,328.9698486328125,412.64996337890625,Real,ILSVRC2012_val_00002209.JPEG,Fake
-1.0846581098396837,1.413215160369873,0.5017663240432739,625.6567993164062,933.5875244140625,Real,ILSVRC2012_val_00002219.JPEG,Fake
-1.1994194063693293,1.3150643110275269,0.507284939289093,477.5152587890625,553.6510009765625,Real,ILSVRC2012_val_00002235.JPEG,Fake
-1.5178567118149136,0.8598772883415222,0.7192374467849731,513.197998046875,557.38671875,Real,ILSVRC2012_val_00002251.JPEG,Fake
-1.2895822890759292,1.2281427383422852,0.5211716294288635,390.16461181640625,330.6826477050781,Real,ILSVRC2012_val_00002259.JPEG,Fake
-0.9873808863459288,1.3984771966934204,0.5102035999298096,455.75860595703125,410.72833251953125,Real,ILSVRC2012_val_00002280.JPEG,Fake
-1.2069808758154827,1.3649883270263672,0.4987407624721527,428.5202941894531,522.6315307617188,Real,ILSVRC2012_val_00002311.JPEG,Fake
-1.6880741282183764,0.9140725135803223,0.7235351800918579,282.9226989746094,353.6821594238281,Real,ILSVRC2012_val_00002326.JPEG,Fake
-1.4473106498335893,1.1318540573120117,0.6152741312980652,737.3519897460938,381.866455078125,Real,ILSVRC2012_val_00002330.JPEG,Fake
-1.7341687325276505,0.7336338758468628,0.7332973480224609,277.2880554199219,430.12982177734375,Real,ILSVRC2012_val_00002338.JPEG,Fake
-1.5864728773693764,1.0851998329162598,0.6858016848564148,396.5996398925781,448.556640625,Real,ILSVRC2012_val_00002357.JPEG,Fake
-1.7006503885439772,0.9304585456848145,0.7354221940040588,496.13165283203125,515.3974609375,Real,ILSVRC2012_val_00002367.JPEG,Fake
-1.8390594096729629,0.7021872997283936,0.7831696271896362,621.631103515625,572.196044921875,Real,ILSVRC2012_val_00002384.JPEG,Fake
-1.614845453335342,1.0423966646194458,0.7066936492919922,357.7182922363281,488.39825439453125,Real,ILSVRC2012_val_00002388.JPEG,Fake
-1.5126616250982985,1.0524203777313232,0.6684426665306091,509.86334228515625,438.16876220703125,Real,ILSVRC2012_val_00002396.JPEG,Fake
-1.6800368663018477,0.8271498084068298,0.7052575349807739,497.75,454.5930480957031,Real,ILSVRC2012_val_00002406.JPEG,Fake
-1.0902911100183335,1.278693675994873,0.5092722177505493,552.5145874023438,417.3354187011719,Real,ILSVRC2012_val_00002420.JPEG,Fake
-1.856002186197414,0.5831201672554016,0.7725059986114502,415.81640625,555.7374267578125,Real,ILSVRC2012_val_00002435.JPEG,Fake
